"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
250 0.5 0.25 77 1431 0.591384043660039 0.091384043660039 0.261499439393086 FALSE ""
100 1 0.5 43 1432 1.01686427731576 0.0168642773157586 0.520334725406297 FALSE ""
100 0 0.5 86 1433 -0.0419742254832515 0.0419742254832515 0.00193333042449564 FALSE ""
250 0.5 0.5 56 1434 0.412489133399823 0.0875108666001772 0.144589504283929 FALSE ""
50 0.5 0.5 52 1435 0.654598347608933 0.154598347608933 0.343837515432601 FALSE ""
250 1 1 4 1436 0.971353811343091 0.0286461886569088 0.464697723321014 FALSE ""
100 1 1 60 1437 0.804357706189733 0.195642293810267 0.408909964405519 FALSE ""
100 1 0.5 61 1438 0.812068374093971 0.187931625906029 0.398057944439985 FALSE ""
100 0 0.5 51 1439 0.00468760725922967 0.00468760725922967 2.73941412148746e-05 FALSE ""
100 0.5 0.5 41 1440 0.53412209676935 0.0341220967693495 0.201126066349751 FALSE ""
100 0 1 13 1441 -0.0360792579821864 0.0360792579821864 0.00177087268107631 FALSE ""
50 0.5 0.5 100 1442 0.639586771265666 0.139586771265666 0.259390984471687 FALSE ""
250 0.5 0.5 83 1443 0.451507721040677 0.048492278959323 0.174608436716455 FALSE ""
50 1 0.25 59 1444 0.971106411875935 0.0288935881240654 0.52384097579862 FALSE ""
100 0 0.25 7 1445 -0.103563873678981 0.103563873678981 0.011124861204655 FALSE ""
50 0.5 0.25 67 1446 0.659030285958729 0.159030285958729 0.22925158846754 FALSE ""
100 1 0.25 43 1447 0.763117956604964 0.236882043395036 0.397886485289739 FALSE ""
100 0 0.5 92 1448 0.212881436546717 0.212881436546717 0.0406724657416683 FALSE ""
100 1 1 5 1449 0.954043101771896 0.0459568982281037 0.50106077453038 FALSE ""
50 0 0.25 42 1450 0.0237255777003094 0.0237255777003094 0.000385778239436722 FALSE ""
250 0 1 56 1451 0.00995609939751783 0.00995609939751783 0.000103025099017691 FALSE ""
250 0 0.25 53 1452 0.0352187950845982 0.0352187950845982 0.00129466749242776 FALSE ""
250 0.5 0.5 75 1453 0.363472461620589 0.136527538379411 0.106133734569744 FALSE ""
50 1 0.5 10 1454 0.905763103124854 0.0942368968751458 0.390670038760957 FALSE ""
100 1 0.25 16 1455 0.950046636852176 0.0499533631478241 0.437690491496741 FALSE ""
50 0 1 69 1456 0.0342992889146014 0.0342992889146014 0.00166993473489819 FALSE ""
50 0.5 0.5 65 1457 0.717157728056938 0.217157728056938 0.269128862076491 FALSE ""
50 0 1 29 1458 0.168515347675774 0.168515347675774 0.0201670798780296 FALSE ""
50 0 1 48 1459 0.148872027845401 0.148872027845401 0.0195152591201465 FALSE ""
100 1 0.25 20 1460 0.96917952803181 0.0308204719681896 0.486691900771288 FALSE ""
100 0 0.25 61 1461 0.0472511428642069 0.0472511428642069 0.00179530016756634 FALSE ""
50 1 1 68 1462 1.24180880258039 0.24180880258039 0.497530129869584 FALSE ""
100 0.5 1 20 1463 0.562114115041224 0.0621141150412241 0.248506501359364 FALSE ""
250 0 0.25 60 1464 0.0349442285984399 0.0349442285984399 0.00124643761942551 FALSE ""
50 0.5 0.5 12 1465 0.627611570897329 0.127611570897329 0.276173474595486 FALSE ""
50 0.5 1 81 1466 0.226625707376782 0.273374292623218 0.0423044908502229 FALSE ""
250 0.5 1 35 1467 0.487026514312579 0.0129734856874213 0.164230995592781 FALSE ""
250 0 0.5 58 1468 -0.000697320828110628 0.000697320828110628 3.94106825503665e-07 FALSE ""
50 0.5 1 71 1469 0.478951719927384 0.0210482800726157 0.205628876603947 FALSE ""
250 1 0.25 36 1470 1.03857503884249 0.038575038842485 0.507778027117911 FALSE ""
50 0 0.25 93 1471 0.127529072060892 0.127529072060892 0.0107125826461247 FALSE ""
50 0 1 19 1472 0.0228045848438346 0.0228045848438346 0.000725978561378075 FALSE ""
50 1 0.5 89 1473 0.989729987597277 0.0102700124027229 0.524506603560414 FALSE ""
100 0 0.5 6 1474 0.110436915843589 0.110436915843589 0.0119807897826419 FALSE ""
250 0 1 22 1475 0.0174431724914556 0.0174431724914556 0.000305864472838982 FALSE ""
250 0.5 1 6 1476 0.58714934645225 0.0871493464522505 0.235567682729112 FALSE ""
100 0 0.25 59 1477 0.164654179748792 0.164654179748792 0.0282247584544105 FALSE ""
50 0 0.25 61 1478 -0.0475231823655831 0.0475231823655831 0.00259949789894023 FALSE ""
250 0.5 0.5 69 1479 0.478269375628555 0.021730624371445 0.188805854717919 FALSE ""
100 0.5 0.5 23 1480 0.560411511884213 0.0604115118842133 0.220962803313523 FALSE ""
250 0 0.5 100 1481 0.0152472676578627 0.0152472676578627 0.000201315254147195 FALSE ""
100 0 0.5 98 1482 0.179437618498145 0.179437618498145 0.0210089384929167 FALSE ""
250 0 0.25 93 1483 -0.0338172087387947 0.0338172087387947 0.00127352484907282 FALSE ""
250 0 1 91 1484 -0.0297016900379969 0.0297016900379969 0.000931062324152186 FALSE ""
100 1 0.25 63 1485 0.803949680114424 0.196050319885576 0.472005003712669 FALSE ""
100 0.5 0.25 60 1486 0.525094633664076 0.0250946336640762 0.149749505152441 FALSE ""
250 0.5 0.25 93 1487 0.50979833351114 0.00979833351114023 0.169805827241414 FALSE ""
100 1 0.5 99 1488 0.967527159466964 0.0324728405330362 0.448864337449064 FALSE ""
100 0.5 0.5 29 1489 0.457615543766056 0.042384456233944 0.150478922969096 FALSE ""
50 0 0.25 50 1490 -0.0330853954553514 0.0330853954553514 0.00102518754779369 FALSE ""
50 1 0.5 38 1491 1.05513006999662 0.0551300699966224 0.438792905089294 FALSE ""
50 0 1 2 1492 -0.152684239409111 0.152684239409111 0.0244341637922628 FALSE ""
50 1 0.25 84 1493 0.960490411428014 0.0395095885719865 0.500332452124716 FALSE ""
50 0 0.5 4 1494 0.0448749574069129 0.0448749574069129 0.00175531381441299 FALSE ""
100 0.5 0.25 93 1495 0.476476721691024 0.0235232783089759 0.213301114959255 FALSE ""
250 0 1 14 1496 0.0539270587939379 0.0539270587939379 0.0028196168412279 FALSE ""
250 1 0.5 64 1497 1.06074837344715 0.060748373447149 0.526059065707375 FALSE ""
50 0 1 95 1498 0.0147505784340968 0.0147505784340968 0.000185943171820666 FALSE ""
250 0 0.5 20 1499 0.0024798396721353 0.0024798396721353 7.22028740779942e-06 FALSE ""
100 0.5 0.5 91 1500 0.346956220926797 0.153043779073203 0.0949195460414349 FALSE ""
250 1 0.5 65 1501 1.03647289462556 0.0364728946255586 0.515729344059316 FALSE ""
100 1 0.5 85 1502 1.14475268266606 0.144752682666062 0.565892228022741 FALSE ""
100 0.5 1 22 1503 0.418863181836742 0.0811368181632582 0.172550775027913 FALSE ""
250 0.5 1 16 1504 0.460182277495268 0.0398177225047316 0.161084887863955 FALSE ""
250 1 0.25 26 1505 1.05941874295634 0.0594187429563382 0.539875247045574 FALSE ""
50 0 0.5 51 1506 0.0714736098788223 0.0714736098788223 0.00303626426771989 FALSE ""
100 0 0.5 89 1507 0.0840249276825965 0.0840249276825965 0.00535516085526029 FALSE ""
250 0 0.5 13 1508 0.0128793202642567 0.0128793202642567 0.00022308428165919 FALSE ""
250 0.5 0.5 96 1509 0.485340040001076 0.0146599599989241 0.189795563826891 FALSE ""
100 1 0.25 2 1510 1.09159202718116 0.0915920271811612 0.642232847859746 FALSE ""
250 1 1 49 1511 0.879840805212394 0.120159194787606 0.451017358092954 FALSE ""
100 0.5 1 54 1512 0.532366338114692 0.0323663381146921 0.225259232071441 FALSE ""
50 0 0.25 14 1513 -0.140408256354556 0.140408256354556 0.0205542436977413 FALSE ""
250 1 1 74 1514 0.962071473947248 0.0379285260527517 0.50853664637638 FALSE ""
50 1 0.5 85 1515 1.04512067453205 0.0451206745320543 0.53422775214497 FALSE ""
100 1 1 33 1516 1.09589962522159 0.0958996252215913 0.637467412649161 FALSE ""
100 1 1 67 1517 1.14676367888108 0.146763678881079 0.528209528412252 FALSE ""
100 1 1 41 1518 0.953572316013437 0.0464276839865634 0.400085358749858 FALSE ""
250 0 0.5 18 1519 -0.102448849322913 0.102448849322913 0.00984938944135354 FALSE ""
250 0 0.5 74 1520 -0.0321314810528048 0.0321314810528048 0.00107067354843862 FALSE ""
50 0.5 0.25 96 1521 0.442798660723608 0.0572013392763923 0.152621011322433 FALSE ""
50 0 1 41 1522 0.0912619950136311 0.0912619950136311 0.0108141944727561 FALSE ""
50 1 0.5 30 1523 0.79159424785273 0.20840575214727 0.376864078574224 FALSE ""
100 0.5 0.25 74 1524 0.63384323994476 0.13384323994476 0.314702234757153 FALSE ""
50 0.5 1 56 1525 0.467802404018445 0.0321975959815553 0.186676156126206 FALSE ""
50 0.5 0.25 45 1526 0.647869218159898 0.147869218159898 0.291223659455989 FALSE ""
100 0 0.5 32 1527 -0.0201256863372321 0.0201256863372321 0.000704713230754203 FALSE ""
100 1 1 23 1528 0.847792701489875 0.152207298510125 0.527995540229622 FALSE ""
50 1 0.25 88 1529 0.77565356391839 0.22434643608161 0.338263990132616 FALSE ""
100 0 0.25 40 1530 -0.11234167646009 0.11234167646009 0.0122989696626854 FALSE ""
50 0 1 37 1531 0.10402928162774 0.10402928162774 0.00849668545599609 FALSE ""
250 0 0.5 14 1532 0.104636585811547 0.104636585811547 0.00994921474753873 FALSE ""
250 1 0.25 34 1533 1.01001702791612 0.010017027916124 0.530288584960801 FALSE ""
50 0.5 0.5 58 1534 0.549276152513614 0.0492761525136136 0.209756704737237 FALSE ""
100 0.5 0.25 85 1535 0.365286914466738 0.134713085533262 0.12558044629248 FALSE ""
250 0.5 0.25 84 1536 0.495109310735689 0.00489068926431074 0.213747632675867 FALSE ""
250 0.5 1 12 1537 0.481605102096884 0.0183948979031159 0.195838475092148 FALSE ""
50 1 0.25 23 1538 1.02562406708024 0.0256240670802419 0.609356427739783 FALSE ""
50 0 1 6 1539 0.0361912279507553 0.0361912279507553 0.00115279218048935 FALSE ""
50 1 1 36 1540 0.812412464039876 0.187587535960124 0.427610530188725 FALSE ""
100 0.5 0.25 58 1541 0.350274837641578 0.149725162358422 0.0836041024804746 FALSE ""
250 0.5 0.25 32 1542 0.497930041640239 0.00206995835976076 0.176475109228608 FALSE ""
50 0 1 32 1543 0.0653041681067323 0.0653041681067323 0.00525871616385184 FALSE ""
250 0.5 0.5 53 1544 0.577116682876776 0.0771166828767761 0.204014378266923 FALSE ""
100 1 0.5 22 1545 1.01349958123668 0.0134995812366805 0.572324798393064 FALSE ""
250 1 0.25 76 1546 1.04918029247015 0.0491802924701499 0.598381618274103 FALSE ""
250 1 0.25 63 1547 0.935533534088188 0.0644664659118119 0.518654925301986 FALSE ""
250 0.5 0.25 88 1548 0.464175180281241 0.035824819718759 0.177427253465933 FALSE ""
250 0.5 0.5 18 1549 0.51162091835339 0.0116209183533901 0.23708796285817 FALSE ""
100 0.5 0.25 97 1550 0.516862535046963 0.016862535046963 0.244294170935905 FALSE ""
100 0.5 0.5 2 1551 0.525141076691549 0.0251410766915491 0.205018583560403 FALSE ""
250 1 0.5 68 1552 1.02247392216984 0.0224739221698362 0.539992503274034 FALSE ""
250 1 0.25 15 1553 0.952005293525131 0.0479947064748688 0.503506265994746 FALSE ""
50 0 0.25 91 1554 -0.0751735756333715 0.0751735756333715 0.00638099550530546 FALSE ""
100 1 0.5 94 1555 0.999819783973983 0.000180216026017144 0.485565454685332 FALSE ""
100 0 0.5 46 1556 -0.241702839669576 0.241702839669576 0.053534518695711 FALSE ""
50 0.5 0.5 68 1557 0.671099596126462 0.171099596126462 0.270085616551368 FALSE ""
50 0 0.25 54 1558 -0.217285383242125 0.217285383242125 0.032890596335495 FALSE ""
250 0.5 1 17 1559 0.49375086804105 0.00624913195895022 0.185825671342523 FALSE ""
100 0 1 66 1560 0.145168270099669 0.145168270099669 0.0200016725912098 FALSE ""
100 1 1 92 1561 0.940494913588396 0.0595050864116038 0.471251179216199 FALSE ""
50 0 0.25 22 1562 -0.0137048830739445 0.0137048830739445 0.000217283095977604 FALSE ""
250 1 0.5 2 1563 1.13020340861874 0.130203408618742 0.597348070790787 FALSE ""
250 0 1 62 1564 0.0119341935455047 0.0119341935455047 0.000152564020600016 FALSE ""
100 1 0.5 14 1565 0.97714620871868 0.0228537912813198 0.555246149220427 FALSE ""
50 1 0.5 67 1566 0.926381072623525 0.0736189273764752 0.376470145307107 FALSE ""
100 1 0.25 28 1567 0.863531182347581 0.136468817652419 0.44521402827076 FALSE ""
100 0.5 0.5 3 1568 0.533081972438394 0.0330819724383938 0.187080121626557 FALSE ""
50 0.5 0.25 32 1569 0.350817474821747 0.149182525178253 0.0883563122116209 FALSE ""
50 0 0.25 55 1570 -0.115591594589004 0.115591594589004 0.00971027037887234 FALSE ""
100 0.5 0.25 30 1571 0.578091046543388 0.0780910465433876 0.292006598523899 FALSE ""
100 0.5 0.25 45 1572 0.623457759357579 0.123457759357579 0.281563787410909 FALSE ""
250 0 0.25 20 1573 -0.0449486230456033 0.0449486230456033 0.00252342459667127 FALSE ""
100 1 0.25 67 1574 0.910957260569097 0.0890427394309026 0.398201313308738 FALSE ""
100 1 0.5 28 1575 1.09238337554356 0.0923833755435637 0.577475870353191 FALSE ""
50 1 0.5 4 1576 1.14118114895453 0.14118114895453 0.43751407995295 FALSE ""
100 0 1 76 1577 -0.0375845670839918 0.0375845670839918 0.00141028569272727 FALSE ""
100 0.5 0.25 36 1578 0.504091859247687 0.00409185924768707 0.201561195871328 FALSE ""
100 0.5 0.5 58 1579 0.648409423173154 0.148409423173154 0.293232219090931 FALSE ""
50 1 0.5 34 1580 1.21163144250352 0.211631442503521 0.556212713009987 FALSE ""
250 0.5 0.5 98 1581 0.491809673063581 0.00819032693641941 0.200051660681218 FALSE ""
50 0 0.25 94 1582 -0.0774635544929298 0.0774635544929298 0.00605477487717043 FALSE ""
250 0 1 17 1583 0.00889870250904948 0.00889870250904948 7.15437732903263e-05 FALSE ""
50 1 1 24 1584 1.06178385783439 0.0617838578343863 0.534815508327124 FALSE ""
50 0.5 0.5 42 1585 0.777058948125187 0.277058948125187 0.336435949887079 FALSE ""
250 0.5 0.5 26 1586 0.484067138645693 0.0159328613543072 0.203009415133981 FALSE ""
50 0 0.25 68 1587 -0.104383765741241 0.104383765741241 0.00574006196831366 FALSE ""
250 0.5 0.25 67 1588 0.50817689561716 0.00817689561715973 0.224925924112575 FALSE ""
50 0.5 0.5 78 1589 0.383992752060057 0.116007247939943 0.140708152278245 FALSE ""
100 0 1 28 1590 0.0989964458082143 0.0989964458082143 0.0131240519317739 FALSE ""
250 0 0.25 72 1591 0.00256215505775914 0.00256215505775914 8.0156272914445e-06 FALSE ""
250 0.5 0.25 12 1592 0.662493292097557 0.162493292097557 0.307309643581469 FALSE ""
50 0.5 1 17 1593 0.614207485256878 0.114207485256878 0.263249717279838 FALSE ""
50 1 1 53 1594 0.879276469177818 0.120723530822182 0.377114465308688 FALSE ""
100 0 0.5 54 1595 -0.0847961096047926 0.0847961096047926 0.00690296823522372 FALSE ""
100 1 0.25 61 1596 1.05737401571796 0.0573740157179621 0.541011592031353 FALSE ""
250 1 0.25 98 1597 0.939176681351739 0.0608233186482608 0.508993420469617 FALSE ""
250 0.5 0.5 23 1598 0.411605381732111 0.0883946182678889 0.154235359343252 FALSE ""
250 0.5 0.25 55 1599 0.588915967231065 0.0889159672310649 0.261491627684788 FALSE ""
250 1 0.25 84 1600 1.00431452007709 0.00431452007709132 0.554367695727035 FALSE ""
250 0.5 0.5 99 1601 0.43221283576416 0.0677871642358403 0.133741673401013 FALSE ""
50 1 0.25 70 1602 1.20676442418407 0.206764424184074 0.609272763821517 FALSE ""
100 1 0.5 62 1603 1.00966540288014 0.0096654028801384 0.559626214235704 FALSE ""
250 0 0.25 90 1604 -0.115444651903304 0.115444651903304 0.0159992369588833 FALSE ""
250 1 0.5 36 1605 0.978196406085247 0.0218035939147525 0.455828240308457 FALSE ""
50 0.5 0.25 52 1606 0.217011014945143 0.282988985054857 0.0303378920927923 FALSE ""
50 1 0.25 60 1607 0.965862179903839 0.0341378200961606 0.643616731811179 FALSE ""
50 0.5 0.25 38 1608 0.413601523787774 0.0863984762122262 0.204027040030721 FALSE ""
250 0.5 1 10 1609 0.468883684602348 0.0311163153976518 0.18521830117325 FALSE ""
50 0.5 0.25 2 1610 0.597271529385507 0.0972715293855065 0.246017047918436 FALSE ""
50 1 0.5 55 1611 1.04293109627142 0.042931096271416 0.584290396992852 FALSE ""
50 1 1 54 1612 1.02058114550522 0.0205811455052201 0.454025859032493 FALSE ""
50 0.5 0.25 25 1613 0.662281006015761 0.162281006015761 0.398084697799326 FALSE ""
100 1 1 80 1614 1.01788101286489 0.0178810128648947 0.553730133565301 FALSE ""
50 0.5 0.5 24 1615 0.460524411678183 0.039475588321817 0.202893258367282 FALSE ""
250 0 0.5 45 1616 -0.00860099582560382 0.00860099582560382 7.56722598964711e-05 FALSE ""
250 1 0.25 38 1617 1.04509817012421 0.045098170124207 0.507733585093485 FALSE ""
100 0 1 48 1618 -0.0924949856446338 0.0924949856446338 0.00985033507582283 FALSE ""
250 1 0.5 80 1619 0.957447460709517 0.042552539290483 0.533765293445867 FALSE ""
250 0 0.5 30 1620 -0.0834273305144054 0.0834273305144054 0.00463646974124224 FALSE ""
100 1 0.25 50 1621 0.840730344984887 0.159269655015113 0.400498013392089 FALSE ""
50 0 0.25 82 1622 0.000965532664439668 0.000965532664439668 7.05065464942222e-07 FALSE ""
250 1 0.5 1 1623 1.00378605618589 0.00378605618588779 0.495173317358997 FALSE ""
100 1 1 4 1624 0.926814148664417 0.0731858513355834 0.419530548876774 FALSE ""
100 0 0.5 17 1625 0.0201457787832221 0.0201457787832221 0.00036818123275552 FALSE ""
100 0.5 0.25 71 1626 0.555506015660248 0.055506015660248 0.263606047881271 FALSE ""
100 0 0.25 80 1627 -0.188053067053842 0.188053067053842 0.0248839998345305 FALSE ""
250 0 0.25 100 1628 -0.0553473799170995 0.0553473799170995 0.00339793921828731 FALSE ""
50 0.5 1 45 1629 0.469802968139269 0.0301970318607312 0.141744378776208 FALSE ""
250 1 1 2 1630 1.06602729543535 0.0660272954353534 0.554039656878532 FALSE ""
50 1 0.25 64 1631 1.11085906255719 0.110859062557188 0.507542743979744 FALSE ""
250 0.5 0.25 74 1632 0.391302616370968 0.108697383629032 0.123885661300159 FALSE ""
250 0.5 1 98 1633 0.435510919348018 0.0644890806519815 0.160294220549916 FALSE ""
250 0.5 0.5 36 1634 0.502737036348576 0.00273703634857603 0.196687567085229 FALSE ""
250 0.5 0.5 35 1635 0.525380687110247 0.0253806871102465 0.22908567851013 FALSE ""
250 0 0.5 73 1636 0.123848287517543 0.123848287517543 0.0139491673243657 FALSE ""
100 0 0.25 54 1637 -0.0787326447513094 0.0787326447513094 0.00694708936460332 FALSE ""
100 0 0.5 39 1638 -0.132638865358559 0.132638865358559 0.0181165247766353 FALSE ""
100 1 0.25 69 1639 0.815141303738282 0.184858696261718 0.405421615072515 FALSE ""
100 0 0.25 73 1640 0.0217150427593788 0.0217150427593788 0.000543892881356194 FALSE ""
250 0.5 0.25 21 1641 0.450487747764556 0.0495122522354444 0.172084743044063 FALSE ""
100 0 0.5 76 1642 0.051038554538258 0.051038554538258 0.0020693922460826 FALSE ""
100 0 0.5 34 1643 -0.0506232796168572 0.0506232796168572 0.00238376830096073 FALSE ""
50 0.5 1 80 1644 0.36201017876562 0.13798982123438 0.0820782874551053 FALSE ""
250 1 1 34 1645 1.01658087988754 0.0165808798875358 0.49727083679972 FALSE ""
50 0.5 1 89 1646 0.228745357443956 0.271254642556044 0.0373778425117363 FALSE ""
100 1 1 49 1647 0.868618116370283 0.131381883629717 0.374203865065652 FALSE ""
50 0 0.5 23 1648 0.0754324795754523 0.0754324795754523 0.0059425530963518 FALSE ""
250 0.5 1 90 1649 0.470967391948909 0.0290326080510913 0.182534308320175 FALSE ""
50 0 1 66 1650 0.214969494499116 0.214969494499116 0.0818907921957749 FALSE ""
50 0 0.5 2 1651 -0.161459943111998 0.161459943111998 0.036946628139388 FALSE ""
50 1 0.25 85 1652 0.962596061418062 0.037403938581938 0.423711768502078 FALSE ""
50 0 0.25 80 1653 0.140139867787004 0.140139867787004 0.0189425720035471 FALSE ""
100 1 0.25 53 1654 1.04564489242886 0.0456448924288648 0.570182384529114 FALSE ""
100 1 0.5 57 1655 1.12367897110451 0.123678971104509 0.587175372986422 FALSE ""
50 1 0.25 95 1656 1.09051029166418 0.0905102916641791 0.580773563008555 FALSE ""
100 0 1 35 1657 -0.00290362093454826 0.00290362093454826 1.03448266828316e-05 FALSE ""
100 0.5 0.25 99 1658 0.562836862693361 0.0628368626933612 0.227045886691777 FALSE ""
250 0.5 0.25 82 1659 0.495047316963926 0.00495268303607382 0.188011565148767 FALSE ""
50 1 1 77 1660 0.870969374928569 0.129030625071431 0.427106655655797 FALSE ""
50 0 0.5 34 1661 -0.475945634294284 0.475945634294284 0.110351317224818 FALSE ""
100 0.5 0.25 34 1662 0.602174935308122 0.102174935308122 0.241408274351723 FALSE ""
100 0.5 1 41 1663 0.499559675208014 0.000440324791986135 0.206478389964117 FALSE ""
100 0.5 1 80 1664 0.491295356727014 0.00870464327298637 0.222949017275767 FALSE ""
250 0 1 68 1665 0.0406636921649764 0.0406636921649764 0.00154743345231164 FALSE ""
50 1 1 70 1666 0.762605104734971 0.237394895265029 0.348214070970981 FALSE ""
100 0 1 86 1667 0.0604775159248119 0.0604775159248119 0.00332643278510926 FALSE ""
250 0 0.25 82 1668 -0.129474577020397 0.129474577020397 0.0155785922796027 FALSE ""
50 1 1 96 1669 1.03744823035865 0.0374482303586494 0.420284562093053 FALSE ""
50 0.5 0.5 77 1670 0.355781898744533 0.144218101255467 0.118196122346378 FALSE ""
250 1 0.5 42 1671 1.10547521531822 0.105475215318221 0.574208900523545 FALSE ""
250 0 0.25 37 1672 0.02024970322086 0.02024970322086 0.000524754491127387 FALSE ""
250 0.5 1 31 1673 0.598351274363323 0.0983512743633229 0.265604933109357 FALSE ""
250 1 0.25 56 1674 1.05304015555944 0.0530401555594431 0.566028780502958 FALSE ""
50 1 1 100 1675 1.38785648100746 0.387856481007457 0.533865375614859 FALSE ""
250 0.5 1 44 1676 0.572710581868088 0.0727105818680877 0.230465313812042 FALSE ""
50 0 0.25 38 1677 0.366946854785213 0.366946854785213 0.116027517754266 FALSE ""
50 1 0.25 75 1678 1.07114219370042 0.071142193700424 0.705746388439682 FALSE ""
50 0.5 1 9 1679 0.281791841828657 0.218208158171343 0.0882147238661743 FALSE ""
100 1 0.5 15 1680 1.11887023888613 0.118870238886126 0.54525209370129 FALSE ""
50 1 1 66 1681 1.01502181385768 0.0150218138576828 0.513365293579889 FALSE ""
50 0.5 1 82 1682 0.298755129465498 0.201244870534502 0.0837912398693188 FALSE ""
50 0 0.5 99 1683 -0.189946364944261 0.189946364944261 0.0410564070720518 FALSE ""
250 0.5 0.5 94 1684 0.591870994770202 0.0918709947702024 0.304339624872473 FALSE ""
100 0.5 0.5 42 1685 0.527240942159843 0.0272409421598431 0.261059393070174 FALSE ""
50 1 1 3 1686 1.00779108142888 0.0077910814288773 0.488928959878936 FALSE ""
100 0.5 1 29 1687 0.500291032847419 0.000291032847419381 0.260815381555819 FALSE ""
250 0.5 0.25 18 1688 0.540970443913116 0.0409704439131156 0.199722523440218 FALSE ""
100 1 1 58 1689 1.04963252379768 0.0496325237976811 0.568806851872402 FALSE ""
250 0 0.5 61 1690 -0.113870808080533 0.113870808080533 0.0145288896511096 FALSE ""
100 0.5 0.25 33 1691 0.62008638314401 0.12008638314401 0.329870018503213 FALSE ""
100 0.5 0.25 100 1692 0.522999745093654 0.0229997450936544 0.237462724770004 FALSE ""
250 0.5 0.5 44 1693 0.468694114394212 0.0313058856057885 0.158462371607465 FALSE ""
50 1 0.5 65 1694 1.01495524447115 0.0149552444711532 0.557474359323729 FALSE ""
50 0 0.25 29 1695 0.160038247661336 0.160038247661336 0.0242999079314199 FALSE ""
50 0 0.25 25 1696 -0.0317491207422692 0.0317491207422692 0.000828082499902585 FALSE ""
50 1 1 34 1697 0.918178153700496 0.0818218462995036 0.349861472286508 FALSE ""
50 0 0.5 61 1698 -0.161647008646872 0.161647008646872 0.0276873868529031 FALSE ""
100 0 0.25 36 1699 0.0086496612716407 0.0086496612716407 8.81732525554878e-05 FALSE ""
50 0 1 31 1700 -0.0616324940035474 0.0616324940035474 0.00366984195601644 FALSE ""
100 1 1 43 1701 0.962704378146603 0.0372956218533971 0.422596991460582 FALSE ""
100 0 0.25 68 1702 0.142188743754581 0.142188743754581 0.0239001402307086 FALSE ""
100 0.5 0.5 30 1703 0.545815414891701 0.0458154148917013 0.283352280300779 FALSE ""
100 0.5 1 59 1704 0.446541895514238 0.0534581044857616 0.153711174248625 FALSE ""
250 0 0.5 11 1705 0.00131560381726853 0.00131560381726853 1.76628522978422e-06 FALSE ""
100 0 1 49 1706 -0.0013443199224038 0.0013443199224038 2.15834950230699e-06 FALSE ""
250 1 0.25 43 1707 1.01580900644546 0.0158090064454632 0.489802169303184 FALSE ""
250 1 1 93 1708 1.05428558929095 0.0542855892909482 0.495387576246225 FALSE ""
100 0 1 68 1709 -0.0538000228471525 0.0538000228471525 0.00204266851438406 FALSE ""
250 1 1 26 1710 0.943286140565132 0.0567138594348681 0.428570888493912 FALSE ""
250 1 1 24 1711 1.06016888421613 0.0601688842161343 0.564315975575936 FALSE ""
100 0 0.5 100 1712 -0.0110889756140012 0.0110889756140012 0.000151064388206266 FALSE ""
250 0 0.5 38 1713 -0.0207935071607591 0.0207935071607591 0.000463677887476421 FALSE ""
50 0 0.5 87 1714 0.143221161397965 0.143221161397965 0.0203215645367623 FALSE ""
50 0 1 56 1715 0.0707435027964267 0.0707435027964267 0.00319138740098299 FALSE ""
250 0 1 87 1716 0.041944281586033 0.041944281586033 0.00163659137122666 FALSE ""
50 0.5 0.25 12 1717 0.383798448004957 0.116201551995043 0.142893141820579 FALSE ""
100 1 0.5 79 1718 1.10670159917055 0.10670159917055 0.470995585299636 FALSE ""
100 0 0.25 81 1719 0.00345771852042938 0.00345771852042938 1.16115196891149e-05 FALSE ""
100 0.5 0.25 47 1720 0.506067281552798 0.00606728155279801 0.18649539817751 FALSE ""
250 1 0.25 7 1721 0.967140927037442 0.0328590729625579 0.455614325473458 FALSE ""
50 0.5 1 21 1722 0.642858009119667 0.142858009119667 0.312859303486699 FALSE ""
50 0.5 0.25 49 1723 0.398262308233104 0.101737691766896 0.144352416454946 FALSE ""
50 0 0.25 6 1724 0.0576822710068581 0.0576822710068581 0.0038529218418171 FALSE ""
50 0 0.5 39 1725 -0.0768011881516522 0.0768011881516522 0.00619636546009814 FALSE ""
100 0.5 0.25 87 1726 0.588174665202611 0.0881746652026113 0.224761531764785 FALSE ""
100 0 0.5 38 1727 0.181924242607413 0.181924242607413 0.0282173349585449 FALSE ""
250 1 1 58 1728 1.12019794537303 0.120197945373027 0.510392659931613 FALSE ""
50 0 1 47 1729 0.104562734831196 0.104562734831196 0.0101986609242595 FALSE ""
100 0 0.5 41 1730 0.199434950762153 0.199434950762153 0.0247834529495538 FALSE ""
250 0 0.5 76 1731 -0.0159821082493602 0.0159821082493602 0.000295741532381319 FALSE ""
250 0.5 0.5 88 1732 0.476793086624474 0.0232069133755257 0.178474483831085 FALSE ""
250 1 0.5 79 1733 1.03159490911478 0.0315949091147842 0.512971681448064 FALSE ""
250 1 1 99 1734 1.01349550967185 0.0134955096718474 0.529560503860111 FALSE ""
250 1 1 44 1735 1.01150498982456 0.0115049898245561 0.491803450182626 FALSE ""
100 0.5 1 13 1736 0.322848545014057 0.177151454985943 0.0836664004221092 FALSE ""
