"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
100 1 0.25 8 573 1.27682245161426 0.276822451614261 0.621277176243451 FALSE ""
50 0 1 60 574 0.0184616308174248 0.0184616308174248 0.000189049978759428 FALSE ""
50 0.5 1 94 575 0.322004665960312 0.177995334039688 0.0760311277657371 FALSE ""
250 0 1 15 576 -0.0391647925805198 0.0391647925805198 0.00144485228729895 FALSE ""
250 0 1 78 577 0.0403807455750907 0.0403807455750907 0.00163520948765501 FALSE ""
100 0.5 0.5 45 578 0.443451206848675 0.0565487931513252 0.112711964510296 FALSE ""
100 1 0.5 100 579 0.98675936887322 0.0132406311267799 0.513134001532552 FALSE ""
100 1 0.5 84 580 0.907017788877372 0.0929822111226282 0.360043085078656 FALSE ""
100 0.5 1 60 581 0.582802568007664 0.0828025680076635 0.250763430583652 FALSE ""
100 1 0.5 26 582 0.947978873683706 0.0520211263162942 0.503188765770114 FALSE ""
250 1 0.5 97 583 0.855978249755927 0.144021750244073 0.403404580581877 FALSE ""
250 0 0.25 31 584 0.00729356575805109 0.00729356575805109 5.76667846341342e-05 FALSE ""
50 1 0.5 60 585 0.974149722216764 0.0258502777832365 0.557853496912073 FALSE ""
100 1 0.25 59 586 1.0113199661761 0.0113199661761025 0.504552393397293 FALSE ""
100 1 1 53 587 1.11205195183768 0.112051951837682 0.535410968637697 FALSE ""
50 0.5 0.25 19 588 0.555666079696928 0.0556660796969284 0.226343903073265 FALSE ""
250 0.5 0.25 98 589 0.560966353810331 0.0609663538103307 0.246959391746747 FALSE ""
250 1 0.25 65 590 1.01105645119981 0.011056451199809 0.530124077119818 FALSE ""
100 1 0.25 72 591 0.979388553009651 0.0206114469903494 0.440175991822434 FALSE ""
100 0 0.25 44 592 -0.00922379798017533 0.00922379798017533 0.000103126091820138 FALSE ""
250 0 0.5 21 593 -0.0059137658237345 0.0059137658237345 3.68843408124705e-05 FALSE ""
250 0 1 46 594 0.0405571981908763 0.0405571981908763 0.00184380752821899 FALSE ""
100 0 0.25 79 595 0.0102977766019104 0.0102977766019104 0.00012905856852803 FALSE ""
50 0.5 0.5 47 596 0.341319314448147 0.158680685551853 0.0825860037852277 FALSE ""
250 1 0.25 48 597 1.02836154741629 0.0283615474162888 0.507585818950196 FALSE ""
250 1 0.25 54 598 1.06606080845481 0.0660608084548095 0.554508451754749 FALSE ""
100 0 0.5 24 599 0.127395770282835 0.127395770282835 0.0160102670711835 FALSE ""
50 1 0.25 48 600 0.815308832057293 0.184691167942707 0.46779718269702 FALSE ""
100 0.5 0.5 40 601 0.525483810454067 0.0254838104540667 0.179513821212088 FALSE ""
50 0.5 1 30 602 0.376035906039641 0.123964093960359 0.177984929004045 FALSE ""
50 0 0.25 21 603 -0.058463599385842 0.058463599385842 0.00649050617335083 FALSE ""
250 0 1 42 604 -0.0258819890801233 0.0258819890801233 0.000594340711118051 FALSE ""
250 1 0.25 30 605 1.06521000368944 0.0652100036894367 0.478159300658106 FALSE ""
250 0.5 0.5 50 606 0.522554117421674 0.0225541174216738 0.203427472391716 FALSE ""
250 0 0.25 27 607 -0.0331740850132482 0.0331740850132482 0.00108926221478768 FALSE ""
250 0 0.25 86 608 0.0374548516722263 0.0374548516722263 0.00135250559765659 FALSE ""
250 0 0.25 12 609 0.127795633778288 0.127795633778288 0.0184056209464117 FALSE ""
250 0 1 45 610 -0.016293570072252 0.016293570072252 0.000281892494035601 FALSE ""
250 0 0.5 62 611 0.037100679004539 0.037100679004539 0.00148900753012863 FALSE ""
100 0 0.5 85 612 -0.327320994767057 0.327320994767057 0.114087127249315 FALSE ""
50 0 0.25 67 613 -0.0567661478993166 0.0567661478993166 0.00388555790117719 FALSE ""
100 1 0.25 93 614 1.00870228655875 0.00870228655875316 0.434600922371937 FALSE ""
100 1 1 75 615 1.12458279404038 0.124582794040383 0.642948086411687 FALSE ""
50 0.5 0.25 84 616 0.460382603374671 0.0396173966253295 0.19805762164977 FALSE ""
100 0.5 0.25 66 617 0.441894519807168 0.0581054801928317 0.144652236945114 FALSE ""
50 1 0.5 80 618 0.789437320935835 0.210562679064165 0.370182299760345 FALSE ""
50 0 1 51 619 0.157772407003799 0.157772407003799 0.0280976488553783 FALSE ""
250 1 0.5 50 620 0.78847898294577 0.21152101705423 0.335508135699241 FALSE ""
100 1 0.25 70 621 1.08861099209175 0.0886109920917468 0.523329236792269 FALSE ""
50 0.5 0.25 86 622 0.429675170935445 0.0703248290645553 0.18748229503508 FALSE ""
100 1 0.5 23 623 0.926905204503601 0.0730947954963987 0.426553658406144 FALSE ""
100 0.5 0.25 76 624 0.501525187194835 0.0015251871948353 0.240979746838696 FALSE ""
100 1 0.25 85 625 0.967435479511798 0.0325645204882022 0.51449535099307 FALSE ""
250 1 0.25 28 626 1.0037695589262 0.00376955892620234 0.480794731215463 FALSE ""
50 1 1 44 627 0.984229374168716 0.0157706258312842 0.481883536375179 FALSE ""
100 1 0.5 16 628 1.06531580821577 0.065315808215769 0.451411609490524 FALSE ""
100 0.5 0.5 19 629 0.639582998303966 0.139582998303966 0.232456597635862 FALSE ""
100 0.5 1 50 630 0.600411034877372 0.100411034877372 0.310399263253134 FALSE ""
50 1 1 76 631 0.85018276462995 0.14981723537005 0.413605370940692 FALSE ""
250 1 0.5 30 632 1.02154814931633 0.0215481493163343 0.546279510191125 FALSE ""
100 0 0.25 12 633 -0.086707768255649 0.086707768255649 0.0108071300884228 FALSE ""
100 0 1 47 634 0.0984631200289936 0.0984631200289936 0.0123304038293506 FALSE ""
50 0 1 84 635 -0.0254027256885911 0.0254027256885911 0.000562173978289471 FALSE ""
250 0 0.25 91 636 0.0614337815586943 0.0614337815586943 0.00388972659141193 FALSE ""
250 0.5 0.5 85 637 0.534334534949072 0.0343345349490718 0.254969277257354 FALSE ""
100 0.5 0.25 88 638 0.527916680819146 0.0279166808191456 0.207058867963451 FALSE ""
250 0 0.5 2 639 -0.0465576098329663 0.0465576098329663 0.00207176771504223 FALSE ""
100 0.5 0.5 67 640 0.499179016273453 0.000820983726546654 0.137092790218453 FALSE ""
100 0.5 0.25 59 641 0.5794568996543 0.0794568996543 0.337399265738514 FALSE ""
100 0.5 0.5 63 642 0.611248949615498 0.111248949615498 0.250718320203413 FALSE ""
50 0 0.25 8 643 0.128399086475517 0.128399086475517 0.0143232293504409 FALSE ""
50 0 0.25 89 644 -0.156802169522334 0.156802169522334 0.0205795204297951 FALSE ""
250 1 0.5 6 645 0.873735777318984 0.126264222681016 0.410292095490164 FALSE ""
250 1 0.5 41 646 0.944609356402803 0.0553906435971967 0.473492189153639 FALSE ""
250 0.5 1 21 647 0.48374578049595 0.0162542195040496 0.189108466657131 FALSE ""
250 0 0.5 44 648 -0.0686612768536838 0.0686612768536838 0.00552715054570619 FALSE ""
100 0.5 1 79 649 0.484193370261395 0.015806629738605 0.168584972615529 FALSE ""
50 0.5 0.25 21 650 0.340753554431379 0.159246445568621 0.0815212838262771 FALSE ""
50 0 0.25 48 651 0.0124437788205035 0.0124437788205035 0.000100878058729916 FALSE ""
50 0.5 0.5 36 652 0.579176731446688 0.0791767314466882 0.198050215869333 FALSE ""
50 1 0.25 74 653 0.795110278926366 0.204889721073634 0.417479373012025 FALSE ""
100 1 0.5 27 654 0.872273267484787 0.127726732515213 0.402271266691856 FALSE ""
250 1 1 97 655 0.865882013733785 0.134117986266215 0.396120152698619 FALSE ""
250 1 0.5 10 656 1.12060768205413 0.120607682054132 0.588264581172019 FALSE ""
100 0.5 0.5 37 657 0.245285621489751 0.254714378510249 0.0493988998355031 FALSE ""
50 1 1 17 658 1.05280628379907 0.0528062837990697 0.694042895358692 FALSE ""
100 0.5 0.5 86 659 0.612335194470361 0.112335194470361 0.269338251228473 FALSE ""
100 0 1 62 660 -0.156259577091965 0.156259577091965 0.0290352220030731 FALSE ""
250 0.5 0.5 46 661 0.622025152264049 0.122025152264049 0.312351116553505 FALSE ""
250 1 0.25 27 662 1.02080502337527 0.0208050233752688 0.474357761422205 FALSE ""
100 1 1 57 663 0.935517980249435 0.0644820197505654 0.468860154525058 FALSE ""
100 0 0.25 91 664 0.136968098013919 0.136968098013919 0.0155526535005391 FALSE ""
100 0.5 0.25 98 665 0.295788411065107 0.204211588934893 0.064192590776836 FALSE ""
250 0 0.5 48 666 -0.0757251464535433 0.0757251464535433 0.00656665012333543 FALSE ""
250 0.5 0.25 38 667 0.518424645724922 0.0184246457249224 0.210460494059003 FALSE ""
250 0 1 48 668 -0.0524662715943519 0.0524662715943519 0.00243470506624709 FALSE ""
100 0 1 52 669 -0.0353186381018414 0.0353186381018414 0.000896952226388841 FALSE ""
50 0.5 1 20 670 0.539575416073978 0.0395754160739784 0.247711883688338 FALSE ""
250 0.5 0.25 59 671 0.46535581812786 0.0346441818721403 0.216273421402075 FALSE ""
100 0.5 0.25 83 672 0.558489644705694 0.058489644705694 0.287889645201566 FALSE ""
250 1 0.25 4 673 0.940503319207416 0.059496680792584 0.434285859227264 FALSE ""
100 1 0.5 36 674 0.789045271565946 0.210954728434054 0.449361010625432 FALSE ""
250 1 0.5 23 675 0.871678778609649 0.128321221390351 0.419819234530197 FALSE ""
50 1 0.5 11 676 0.922592723693725 0.0774072763062752 0.556736266060331 FALSE ""
50 1 0.5 3 677 1.1664100204029 0.166410020402901 0.615853566876555 FALSE ""
100 1 1 99 678 1.06130541317167 0.0613054131716706 0.523953693097772 FALSE ""
50 0 0.5 46 679 -0.100127885362578 0.100127885362578 0.00716526172857604 FALSE ""
50 1 0.5 72 680 1.04029756907473 0.0402975690747289 0.490056051522062 FALSE ""
50 0 0.5 69 681 -0.0329158138592836 0.0329158138592836 0.00199134647138158 FALSE ""
250 0.5 1 20 682 0.386678060924788 0.113321939075212 0.133390846149407 FALSE ""
250 0.5 0.5 97 683 0.506109711519222 0.00610971151922235 0.278700278382286 FALSE ""
100 0 0.5 43 684 0.159107845469782 0.159107845469782 0.0204258279781265 FALSE ""
250 0.5 1 48 685 0.464679836792826 0.0353201632071745 0.157800573124589 FALSE ""
100 0.5 0.5 10 686 0.545567736430726 0.0455677364307262 0.268837864965974 FALSE ""
250 0 0.25 84 687 -0.00970971251697016 0.00970971251697016 9.59871037056246e-05 FALSE ""
250 0.5 0.5 77 688 0.445722472165545 0.0542775278344547 0.17268305478065 FALSE ""
100 0 0.25 46 689 0.161444633079008 0.161444633079008 0.0321464112332296 FALSE ""
50 0.5 0.5 14 690 0.701298453023344 0.201298453023344 0.351273417038226 FALSE ""
50 0.5 0.5 33 691 0.634413821658571 0.134413821658571 0.304640897287982 FALSE ""
50 0 0.5 18 692 0.118129337132405 0.118129337132405 0.0134112738786645 FALSE ""
250 1 1 57 693 1.05508104288004 0.0550810428800443 0.521141762589494 FALSE ""
50 1 1 89 694 0.995366649411991 0.00463335058800851 0.507664466416168 FALSE ""
100 0 0.5 68 695 -0.0530699904644127 0.0530699904644127 0.00280166311413203 FALSE ""
50 0.5 1 55 696 0.569427112923943 0.0694271129239431 0.239319317975498 FALSE ""
100 0.5 1 37 697 0.430860914897371 0.0691390851026285 0.145305689768371 FALSE ""
50 0.5 0.25 13 698 0.162722734964314 0.337277265035686 0.0295272422988012 FALSE ""
50 1 1 74 699 0.978577694739014 0.0214223052609862 0.669484407165266 FALSE ""
250 1 0.5 72 700 0.977357550686671 0.022642449313329 0.530588612295892 FALSE ""
100 0 1 72 701 0.00949633969739347 0.00949633969739347 5.02759929277842e-05 FALSE ""
100 1 1 3 702 0.927013158480928 0.0729868415190723 0.482028143616877 FALSE ""
250 0.5 0.25 29 703 0.465348927928909 0.0346510720710912 0.166680285020995 FALSE ""
50 0.5 0.5 38 704 1.00679988799655 0.506799887996548 0.445512669792993 FALSE ""
50 0.5 0.25 43 705 0.406487476470973 0.0935125235290274 0.190643261042365 FALSE ""
250 0.5 0.25 30 706 0.651105951806953 0.151105951806953 0.272832154022553 FALSE ""
100 0 1 67 707 0.114691928887598 0.114691928887598 0.0131175361366989 FALSE ""
50 0.5 0.25 42 708 0.654024356192352 0.154024356192352 0.384271132443908 FALSE ""
50 0 0.5 68 709 -0.205123945544332 0.205123945544332 0.0375890750262653 FALSE ""
250 1 0.5 9 710 1.05296460206799 0.0529646020679904 0.558705254090251 FALSE ""
100 1 0.5 81 711 0.926438639698565 0.073561360301435 0.487428363010419 FALSE ""
100 1 0.25 30 712 1.03282155049148 0.0328215504914815 0.550833596979105 FALSE ""
100 0.5 0.5 93 713 0.458808230817852 0.0411917691821477 0.234989933106052 FALSE ""
250 0 0.5 33 714 0.0537892097835321 0.0537892097835321 0.00277603117510178 FALSE ""
100 1 0.25 32 715 0.98906750066155 0.01093249933845 0.509679125486992 FALSE ""
100 0 0.5 16 716 -0.0369672544402204 0.0369672544402204 0.0011384840321389 FALSE ""
50 0.5 0.25 48 717 0.703406723465161 0.203406723465161 0.344223668808389 FALSE ""
250 1 1 50 718 1.05638670679531 0.0563867067953066 0.521160717776501 FALSE ""
100 0 0.25 42 719 -0.123326844247979 0.123326844247979 0.015227099032426 FALSE ""
100 1 1 51 720 0.966644591830744 0.0333554081692555 0.436737112745936 FALSE ""
50 0 0.5 32 721 -0.106973440232826 0.106973440232826 0.0156930687478729 FALSE ""
100 0 1 74 722 0.0643910985865355 0.0643910985865355 0.00453048428518895 FALSE ""
100 0.5 1 26 723 0.466086123017233 0.033913876982767 0.176468115105188 FALSE ""
250 0.5 1 92 724 0.42874217195846 0.07125782804154 0.156476379346729 FALSE ""
100 0 0.25 71 725 -0.0322642212990261 0.0322642212990261 0.00101131535598536 FALSE ""
100 0 0.5 2 726 0.0122628385857009 0.0122628385857009 0.00015957904979583 FALSE ""
100 0.5 0.5 25 727 0.456536555332541 0.0434634446674588 0.126563885706958 FALSE ""
250 0 0.5 84 728 0.0688601122408124 0.0688601122408124 0.00483243439919379 FALSE ""
100 1 0.5 30 729 1.01089232991564 0.0108923299156434 0.604039862622715 FALSE ""
50 0 0.5 97 730 -0.0903546093362291 0.0903546093362291 0.00942543033502418 FALSE ""
250 1 0.25 29 731 1.02737814520668 0.0273781452066815 0.513307905297676 FALSE ""
50 0.5 0.5 64 732 0.620055389947845 0.120055389947845 0.39254501515677 FALSE ""
50 0 0.25 33 733 0.17226858185481 0.17226858185481 0.0256105079327317 FALSE ""
100 0.5 0.5 47 734 0.62088750848982 0.12088750848982 0.222307314273312 FALSE ""
50 1 0.25 71 735 1.13022493838815 0.130224938388154 0.633884936119126 FALSE ""
250 0 1 26 736 0.0227649387125688 0.0227649387125688 0.000545385388442031 FALSE ""
250 0 0.5 54 737 0.0332164903890639 0.0332164903890639 0.00110206224215281 FALSE ""
100 0.5 0.25 4 738 0.493992052243586 0.0060079477564135 0.168128089220535 FALSE ""
100 0 1 91 739 -0.139200432831314 0.139200432831314 0.0180583323731919 FALSE ""
50 0.5 0.5 92 740 0.581526336321354 0.0815263363213539 0.319941876126405 FALSE ""
100 0.5 0.25 41 741 0.401297610296995 0.0987023897030054 0.164991781857618 FALSE ""
100 0.5 0.5 97 742 0.667275245911324 0.167275245911324 0.280532668934842 FALSE ""
250 1 1 13 743 0.960545679266518 0.0394543207334824 0.507331910202904 FALSE ""
250 0 1 40 744 -0.00941132823657563 0.00941132823657563 9.1004379562879e-05 FALSE ""
50 0.5 0.25 91 745 0.387051217654568 0.112948782345432 0.1176604203255 FALSE ""
250 0 0.5 41 746 0.0345707000150207 0.0345707000150207 0.00100792273954308 FALSE ""
100 0.5 0.25 8 747 0.474725865090751 0.0252741349092491 0.187063591679623 FALSE ""
50 1 0.5 59 748 0.92085882207224 0.0791411779277604 0.472247789769219 FALSE ""
250 1 0.25 23 749 1.00023999988756 0.000239999887560405 0.547070268899717 FALSE ""
50 0 1 61 750 0.0912575668939356 0.0912575668939356 0.00868350776280044 FALSE ""
100 0.5 1 58 751 0.619319398495393 0.119319398495393 0.258412106342373 FALSE ""
250 1 0.5 56 752 0.909447497356633 0.0905525026433666 0.429589803504639 FALSE ""
100 0.5 0.25 26 753 0.559902179042495 0.0599021790424945 0.216958003479294 FALSE ""
50 0.5 0.25 58 754 0.607086996269806 0.107086996269806 0.26908935481695 FALSE ""
100 0.5 0.5 55 755 0.417761126170988 0.0822388738290119 0.164799063155728 FALSE ""
50 1 1 5 756 0.991944714312016 0.00805528568798364 0.542216297747027 FALSE ""
100 1 0.5 41 757 1.00006702458227 6.70245822698146e-05 0.472859010358479 FALSE ""
100 1 0.5 25 758 1.09167914981109 0.091679149811094 0.520843182790377 FALSE ""
50 1 0.25 28 759 0.851793293400404 0.148206706599596 0.459555336456368 FALSE ""
50 0 0.25 66 760 -0.219844035580112 0.219844035580112 0.0374845291869851 FALSE ""
250 0 0.25 1 761 0.0667233349983298 0.0667233349983298 0.00449853876768554 FALSE ""
250 0 1 93 762 0.149063943156324 0.149063943156324 0.0185677153106289 FALSE ""
50 0.5 0.5 50 763 0.726221421818874 0.226221421818874 0.376199322423198 FALSE ""
250 0 0.5 42 764 -0.00942956675997021 0.00942956675997021 9.01296511178705e-05 FALSE ""
100 0.5 0.25 53 765 0.297225049892816 0.202774950107184 0.0616766073633056 FALSE ""
50 1 0.25 9 766 0.711618191008278 0.288381808991722 0.419448178493973 FALSE ""
100 0.5 1 53 767 0.485978284718052 0.0140217152819484 0.176814414898256 FALSE ""
50 0 0.5 33 768 0.131256723708682 0.131256723708682 0.013927959097001 FALSE ""
250 1 1 95 769 1.05775238809983 0.057752388099833 0.509800837047525 FALSE ""
50 0 1 94 770 0.0977697842822917 0.0977697842822917 0.00718444608082087 FALSE ""
50 0.5 0.25 47 771 0.847151064703717 0.347151064703717 0.345377768338464 FALSE ""
50 0 1 89 772 0.285249829761999 0.285249829761999 0.0465729056398193 FALSE ""
50 0 0.5 9 773 0.175303901494291 0.175303901494291 0.0103018428089248 FALSE ""
250 0.5 0.25 15 774 0.368818691891957 0.131181308108043 0.116996223834128 FALSE ""
250 1 0.25 10 775 0.999890208453577 0.000109791546422766 0.49235362210414 FALSE ""
50 1 0.25 81 776 1.08675521153834 0.0867552115383412 0.444349988823906 FALSE ""
100 1 1 7 777 0.963959873053344 0.036040126946656 0.454656863422058 FALSE ""
50 1 1 4 778 0.969094837985719 0.0309051620142812 0.422863315406406 FALSE ""
250 1 0.25 58 779 0.977917784146142 0.0220822158538584 0.500691145803747 FALSE ""
50 1 0.5 84 780 1.12003610664464 0.120036106644637 0.527748317361596 FALSE ""
100 0 0.25 66 781 0.10331851715659 0.10331851715659 0.0106990875909212 FALSE ""
250 1 1 92 782 0.967512171732876 0.0324878282671237 0.467068399694024 FALSE ""
100 1 0.5 53 783 0.905531464076068 0.0944685359239317 0.550092243054808 FALSE ""
250 1 1 79 784 1.04529645010023 0.04529645010023 0.499549032236262 FALSE ""
50 1 0.5 93 785 0.829651835902492 0.170348164097508 0.403874131058147 FALSE ""
250 0.5 1 78 786 0.597512389115546 0.0975123891155465 0.220459423785279 FALSE ""
250 1 0.5 39 787 1.01162040423279 0.0116204042327919 0.497694585167697 FALSE ""
50 0.5 0.25 35 788 0.467619250004457 0.0323807499955432 0.226469335208597 FALSE ""
50 0 0.25 60 789 0.0318888484923795 0.0318888484923795 0.000736221241382676 FALSE ""
100 0.5 1 84 790 0.640108699807856 0.140108699807856 0.257831582432484 FALSE ""
250 0 0.25 55 791 0.0388082062512612 0.0388082062512612 0.00157219810844572 FALSE ""
50 1 0.5 5 792 0.847845521796031 0.152154478203969 0.607020751722248 FALSE ""
250 0.5 1 100 793 0.36795528007685 0.13204471992315 0.123716921715976 FALSE ""
250 0.5 1 94 794 0.551455525267853 0.0514555252678534 0.24926307963334 FALSE ""
250 0.5 0.5 81 795 0.46759153158634 0.0324084684136596 0.197190025365394 FALSE ""
50 0.5 0.25 64 796 0.340784886106516 0.159215113893484 0.101244984177671 FALSE ""
250 1 0.5 92 797 0.972866565097123 0.0271334349028767 0.505462456334449 FALSE ""
250 1 0.5 35 798 1.01189771774418 0.0118977177441801 0.486873873133611 FALSE ""
250 1 0.5 90 799 1.06981967223929 0.0698196722392925 0.54886109476094 FALSE ""
250 1 0.25 12 800 0.934056342133933 0.0659436578660667 0.466728419378854 FALSE ""
50 0.5 1 88 801 0.655755473451252 0.155755473451252 0.264422842176616 FALSE ""
100 1 1 66 802 0.675317374263627 0.324682625736373 0.284499190040398 FALSE ""
100 1 0.5 68 803 0.980945656131582 0.0190543438684183 0.511053278029132 FALSE ""
50 0.5 1 77 804 0.302050566507918 0.197949433492082 0.0660947417795035 FALSE ""
100 1 0.25 54 805 1.05580865214907 0.0558086521490708 0.584099290680918 FALSE ""
100 0.5 1 19 806 0.542726367266895 0.0427263672668946 0.279050925445756 FALSE ""
50 1 1 50 807 0.925067688395417 0.0749323116045827 0.426154945271598 FALSE ""
250 0.5 0.25 46 808 0.492709893987805 0.00729010601219549 0.214173593048189 FALSE ""
100 0.5 0.5 78 809 0.436610251879297 0.0633897481207025 0.160295722216785 FALSE ""
250 1 0.25 55 810 1.03968067487115 0.0396806748711482 0.551282945844488 FALSE ""
50 0 0.5 65 811 -0.202748229043758 0.202748229043758 0.0408836746536127 FALSE ""
100 0 0.5 87 812 -0.081459020102674 0.081459020102674 0.00975492745811084 FALSE ""
250 1 0.5 28 813 1.07618875080981 0.0761887508098098 0.550888319851351 FALSE ""
50 0.5 0.25 30 814 0.370363165436927 0.129636834563073 0.118373133061158 FALSE ""
100 1 1 29 815 1.02427082893845 0.0242708289384521 0.425335066766386 FALSE ""
100 0.5 0.5 92 816 0.436584743446752 0.0634152565532476 0.229685867413556 FALSE ""
50 1 1 21 817 1.02897181970341 0.0289718197034106 0.344291053126683 FALSE ""
50 0 0.25 36 818 0.0292473531269723 0.0292473531269723 0.000692139920379809 FALSE ""
250 1 0.25 83 819 0.975634457058464 0.0243655429415363 0.47174728639378 FALSE ""
50 0 0.25 64 820 -0.0946703514782495 0.0946703514782495 0.00807475849195735 FALSE ""
100 1 1 9 821 1.0140369419095 0.0140369419094974 0.428760899038765 FALSE ""
100 0.5 0.25 29 822 0.739919905073003 0.239919905073003 0.392571874941102 FALSE ""
250 0.5 0.25 34 823 0.590848366903041 0.0908483669030405 0.263970424343216 FALSE ""
50 0.5 0.25 23 824 0.61912975368972 0.11912975368972 0.265745837136418 FALSE ""
50 0.5 1 72 825 0.176591399194606 0.323408600805394 0.031763432243241 FALSE ""
50 0 0.5 25 826 -0.0155798981495516 0.0155798981495516 0.000171936027435308 FALSE ""
50 0.5 1 28 827 0.412047975735569 0.0879520242644313 0.157822786637066 FALSE ""
50 0 1 25 828 -0.238913476280353 0.238913476280353 0.0550805017271332 FALSE ""
50 0 1 50 829 0.0673254253134265 0.0673254253134265 0.00639418068763278 FALSE ""
50 0 0.5 73 830 -0.115530780628999 0.115530780628999 0.0182219206928701 FALSE ""
50 0 1 28 831 0.14493465529907 0.14493465529907 0.0295196589473092 FALSE ""
250 0 0.5 72 832 0.0341713642409023 0.0341713642409023 0.00100400028759746 FALSE ""
100 0 0.25 27 833 0.118493240967361 0.118493240967361 0.0179483059158626 FALSE ""
100 0 1 54 834 -0.00354642031267702 0.00354642031267702 1.37900854239892e-05 FALSE ""
100 1 0.25 38 835 0.83424279486759 0.16575720513241 0.406886439403723 FALSE ""
100 1 0.5 74 836 0.987715806882243 0.0122841931177572 0.460399174315755 FALSE ""
250 0.5 0.25 85 837 0.43890775333813 0.0610922466618705 0.172445651270833 FALSE ""
50 0.5 0.25 9 838 0.593313490175574 0.0933134901755744 0.320011064102684 FALSE ""
50 1 0.25 7 839 0.896223969583915 0.103776030416085 0.43336240324546 FALSE ""
50 0 0.25 100 840 -0.00895076149881259 0.00895076149881259 8.80612865567767e-05 FALSE ""
100 0 1 83 841 -0.0814086511712677 0.0814086511712677 0.00662537648479934 FALSE ""
50 1 0.5 13 842 1.10605066111792 0.106050661117924 0.594687581064765 FALSE ""
50 0 0.25 65 843 0.0552459020563423 0.0552459020563423 0.00444651708488063 FALSE ""
250 1 1 11 844 0.948496792782961 0.0515032072170388 0.424887003016447 FALSE ""
250 0 0.25 39 845 -0.0319158211991949 0.0319158211991949 0.00108884052990076 FALSE ""
250 0 0.5 4 846 -0.0643334578178965 0.0643334578178965 0.00374929405171093 FALSE ""
50 0 0.25 96 847 0.0161423504609035 0.0161423504609035 0.000230147276258726 FALSE ""
250 0.5 0.5 24 848 0.613719212045475 0.113719212045475 0.245533442883143 FALSE ""
50 0 0.5 11 849 0.198868839043598 0.198868839043598 0.0262544348840728 FALSE ""
250 0.5 1 82 850 0.438917297215844 0.061082702784156 0.15525049130456 FALSE ""
50 0 1 99 851 0.110404747785895 0.110404747785895 0.0167190770318177 FALSE ""
100 1 1 46 852 0.965233507637972 0.0347664923620283 0.545075703460717 FALSE ""
250 0 1 5 853 -0.128138216447816 0.128138216447816 0.0156155914235577 FALSE ""
100 0.5 1 72 854 0.527877017647555 0.0278770176475548 0.218435686693176 FALSE ""
100 0.5 1 33 855 0.420774027487349 0.0792259725126512 0.141253422228636 FALSE ""
100 0.5 1 99 856 0.492558538816471 0.00744146118352867 0.203487638035232 FALSE ""
100 0 1 19 857 -0.124614410892618 0.124614410892618 0.0117382874912224 FALSE ""
250 0 0.25 66 858 -0.0236635679859469 0.0236635679859469 0.000580693672807396 FALSE ""
250 1 1 55 859 0.996253919771528 0.00374608022847234 0.485528850922646 FALSE ""
50 0 1 5 860 -0.350597369878719 0.350597369878719 0.126054890849184 FALSE ""
100 0 0.25 10 861 -0.202719496046677 0.202719496046677 0.0399433311956832 FALSE ""
50 0 0.5 57 862 -0.0650957192113417 0.0650957192113417 0.00483247183342051 FALSE ""
100 1 0.25 96 863 1.04743030269048 0.0474303026904781 0.553330931846982 FALSE ""
250 0 1 90 864 0.107055004322839 0.107055004322839 0.0160517493982122 FALSE ""
250 0 1 25 865 0.140111687012261 0.140111687012261 0.022380125198991 FALSE ""
50 0.5 1 42 866 0.635398317724211 0.135398317724211 0.338140236792458 FALSE ""
250 0 0.25 73 867 -0.0241032679106289 0.0241032679106289 0.000523093196155072 FALSE ""
100 0.5 0.5 35 868 0.519528252585674 0.0195282525856741 0.245517252414996 FALSE ""
100 0 0.5 90 869 -0.0631902925050342 0.0631902925050342 0.00368053542986875 FALSE ""
50 0.5 0.5 2 870 0.354233970290409 0.145766029709591 0.0891320103447672 FALSE ""
50 0.5 1 63 871 0.236281376464551 0.263718623535449 0.045737266202814 FALSE ""
250 1 0.5 83 872 1.07655230378156 0.0765523037815607 0.541953388844486 FALSE ""
250 0 1 6 873 -0.0117754520477747 0.0117754520477747 0.0001174295233826 FALSE ""
50 0 1 12 874 0.118375164326186 0.118375164326186 0.01019270653171 FALSE ""
250 0.5 1 24 875 0.64919066460187 0.14919066460187 0.276951016860834 FALSE ""
250 1 1 90 876 1.15133690951457 0.151336909514569 0.555568575765896 FALSE ""
50 1 0.25 97 877 0.870038466651511 0.129961533348489 0.426699364347348 FALSE ""
50 0.5 1 43 878 0.351837857743707 0.148162142256293 0.1161965126209 FALSE ""
100 0.5 0.25 48 879 0.486416088377312 0.0135839116226878 0.2118587350548 FALSE ""
50 1 0.5 81 880 1.04099801845461 0.0409980184546106 0.505666108586501 FALSE ""
50 1 0.5 94 881 1.17322700107909 0.173227001079093 0.452360955840457 FALSE ""
50 0.5 0.5 44 882 0.803370826561829 0.303370826561829 0.432365138332387 FALSE ""
250 1 1 15 883 1.09156959098605 0.0915695909860539 0.559389591197088 FALSE ""
250 0.5 0.25 37 884 0.559578448016123 0.0595784480161228 0.251602513608806 FALSE ""
50 1 0.25 50 885 0.91378354747426 0.0862164525257402 0.450513139148216 FALSE ""
100 0.5 1 2 886 0.528966608923468 0.0289666089234685 0.198470500072784 FALSE ""
