"sampleSize" "rep" "id" "interceptBias" "slopeBias" "error" "errorMessage"
1000 61 336 0.0107353425669404 0.0433913715071588 FALSE ""
100 87 337 0.0258818772801775 0.0598359811631567 FALSE ""
50 19 338 0.163189299902955 0.00587015601437479 FALSE ""
100 30 339 0.151358226955436 0.211051740486533 FALSE ""
50 57 340 0.0692181404515005 0.273853842555174 FALSE ""
500 19 341 0.0595916254282081 0.0108129911553845 FALSE ""
500 36 342 0.0378527037060136 0.00205086423932288 FALSE ""
500 5 343 0.0390904007191261 0.00897888395095481 FALSE ""
100 55 344 0.0862097766188664 0.0809531900186555 FALSE ""
250 83 345 0.0244330288417726 0.00203109773365917 FALSE ""
50 15 346 0.127762463163534 0.230866726754924 FALSE ""
100 9 347 0.145870657954495 0.21822871116532 FALSE ""
250 7 348 0.0851279067177686 0.00291660137234906 FALSE ""
50 29 349 0.044765024240065 0.124932037633302 FALSE ""
100 31 350 0.146313927520915 0.00138249724365201 FALSE ""
250 74 351 0.0148866171841592 0.0854444755486362 FALSE ""
50 28 352 0.17531290105844 0.00326037129699563 FALSE ""
50 25 353 0.0381777301487642 0.00824579367179168 FALSE ""
1000 96 354 0.00386305708877221 0.0408738918471837 FALSE ""
1000 25 355 0.0249693759328223 0.0118338084049286 FALSE ""
250 92 356 0.0141521756505607 0.0524665831238155 FALSE ""
250 88 357 0.099398744241288 0.0346798269932404 FALSE ""
100 10 358 0.264961858941283 0.114971695046875 FALSE ""
1000 31 359 0.036056261896075 0.0282945144082376 FALSE ""
50 37 360 0.125031818859283 0.035292823264468 FALSE ""
100 34 361 0.0820039177737905 0.132211789650047 FALSE ""
1000 94 362 0.017949567587746 0.0146243733015612 FALSE ""
100 98 363 0.0164087036406968 0.204809176430849 FALSE ""
100 41 364 0.0440843644639915 0.0999364316415521 FALSE ""
250 82 365 0.102861794293003 0.027632676565668 FALSE ""
50 52 366 0.0993818871047829 0.117067422205077 FALSE ""
50 42 367 0.102066645253661 0.400805906037748 FALSE ""
50 64 368 0.0865897071659165 0.203829912710841 FALSE ""
100 38 369 0.264202129011279 0.0256957958630463 FALSE ""
1000 75 370 0.00420934803819085 0.00395044574824405 FALSE ""
500 42 371 0.0452357771503906 0.064664214694107 FALSE ""
50 91 372 0.058099772049595 0.137357195337567 FALSE ""
50 67 373 0.0227728558768285 0.159064884426498 FALSE ""
